player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Adam Butler,12214,DI,LV,9,0,0,23,58.1,4,10,242,93.5,6.2,15,2,3.3,1,277,259,15,0,57.7,2,8,119,94.1,8.4,10,5.0,1,135,127,11
Arthur Maulet,12224,CB,BLT,3,0,0,3,51.5,0,0,5,9.4,0.0,0,0,0.0,0,53,5,0,0,59.5,0,0,1,3.7,0.0,0,0.0,0,27,1,0
Sione Takitaki,12666,LB,NE,4,0,0,19,53.7,0,0,6,22.2,0.0,0,0,0.0,0,27,6,0,0,54.1,0,0,3,25.0,0.0,0,0.0,0,12,3,0
Sam Eguavoen,15301,LB,NYJ,2,0,0,22,55.4,0,0,2,16.7,0.0,0,0,0.0,0,18,3,0,0,59.1,0,0,1,33.3,0.0,0,0.0,0,3,1,0
Sam Kamara,24176,DI,CLV,5,0,0,8,56.7,0,2,39,100.0,5.1,2,0,2.6,0,43,43,2,0,66.4,0,1,15,100.0,13.3,2,3.3,0,16,16,1
Nathan Shepherd,24614,DI,NO,10,0,1,20,70.2,4,8,184,99.0,10.3,19,1,3.8,1,206,204,13,0,72.2,3,3,74,100.0,17.6,13,5.4,1,83,83,7
Foyesade Oluokun,24904,LB,JAX,6,1,0,15,76.9,0,3,11,5.5,9.1,1,1,22.7,1,201,11,4,1,64.3,0,2,6,7.1,0.0,0,16.7,0,84,6,2
Levi Wallace,25445,CB,DEN,10,0,0,10,58.5,0,0,1,0.8,0.0,0,0,0.0,0,126,1,0,0,58.5,0,0,1,1.6,0.0,0,0.0,0,64,1,0
Anfernee Jennings,25449,ED,NE,9,0,0,19,59.3,4,13,178,81.3,7.9,14,0,6.5,3,235,191,20,0,58.3,1,9,74,85.3,12.2,9,6.8,0,95,81,10
Sean Murphy-Bunting,25891,CB,ARZ,8,0,0,1,59.0,0,0,1,0.4,0.0,0,6,0.0,0,229,1,0,0,59.0,0,0,1,1.1,0.0,0,0.0,0,92,1,0
Clelin Ferrell,25955,ED,WAS,7,0,2,32,55.7,3,5,95,95.6,7.4,7,4,6.3,2,113,108,10,0,64.2,2,4,34,95.2,14.7,5,11.8,1,42,40,7
Dexter Lawrence,25991,DI,NYG,10,0,0,21,83.3,5,21,269,99.6,13.8,37,1,8.6,10,285,284,36,0,85.5,2,15,118,100.0,21.2,25,14.0,8,124,124,25
Maxx Crosby,26316,ED,LV,8,4,1,23,72.5,7,20,267,98.6,12.7,34,3,7.7,7,290,286,34,0,73.1,4,15,130,100.0,16.9,22,11.2,5,139,139,24
Jeremiah Moon,26453,ED,PIT,4,0,0,25,47.3,0,2,52,93.0,1.9,1,0,1.9,0,57,53,2,0,49.8,0,2,26,96.3,3.8,1,3.8,0,27,26,2
D.J. Reed,26940,CB,NYJ,8,0,1,22,77.8,0,0,3,1.1,0.0,0,6,33.3,1,279,3,1,0,84.2,0,0,1,0.7,0.0,0,100.0,1,143,1,1
Bryce Huff,27128,ED,PHI,9,0,0,24,67.1,1,10,135,95.3,11.9,16,0,5.6,2,150,143,13,0,75.3,0,8,62,94.5,19.4,12,9.7,2,73,69,10
Siran Neal,27130,CB,MIA,4,0,0,17,56.9,0,0,2,14.3,0.0,0,1,0.0,0,14,2,0,0,59.1,0,0,1,14.3,0.0,0,0.0,0,7,1,0
Montez Sweat,27271,ED,CHI,8,2,0,6,68.7,3,20,181,96.9,16.0,29,2,8.6,4,195,189,27,0,71.4,3,14,94,97.0,22.3,21,11.2,2,101,98,19
Devin Bush,27375,LB,CLV,9,0,0,8,73.5,0,5,18,15.4,16.7,3,0,19.4,1,117,18,6,0,72.3,0,2,6,14.3,16.7,1,33.3,1,42,6,3
Joshua Uche,27379,ED,KC,9,0,1,16,67.8,2,10,101,78.3,14.9,15,3,7.9,2,143,112,14,0,70.7,2,8,56,76.5,17.9,10,12.5,2,81,62,12
Armon Watts,27844,DI,NYG,3,0,0,21,70.4,0,4,29,96.8,27.6,8,0,6.9,0,31,30,4,0,76.7,0,3,11,100.0,54.5,6,13.6,0,11,11,3
Joe Gaziano,27949,ED,JAX,2,0,0,15,41.8,0,1,9,100.0,0.0,0,0,5.6,0,10,10,1,0,54.1,0,0,4,100.0,0.0,0,0.0,0,4,4,0
DaVon Hamilton,28072,DI,JAX,10,0,0,15,52.4,1,10,196,99.5,4.6,9,0,2.8,0,212,211,11,0,52.6,0,5,59,100.0,5.1,3,4.2,0,64,64,5
Dre'Mont Jones,28075,ED,SEA,9,1,0,29,61.4,8,15,191,97.1,10.5,20,1,7.1,2,206,200,25,0,63.1,3,11,75,96.4,14.7,11,10.7,1,83,80,15
Malik Harrison,28081,LB,BLT,8,0,0,3,56.7,0,0,5,15.8,0.0,0,0,20.0,1,38,6,1,0,59.2,0,0,1,6.7,0.0,0,0.0,0,15,1,0
Jerome Baker,28091,LB,TEN,5,0,0,31,48.4,0,5,23,13.3,0.0,0,0,15.2,1,173,23,6,0,37.6,0,4,12,15.2,0.0,0,16.7,0,79,12,4
Neville Gallimore,28094,DI,LA,7,0,0,26,47.6,1,1,55,100.0,0.0,0,0,1.8,0,59,59,2,0,51.9,0,0,11,100.0,0.0,0,0.0,0,12,12,0
Troy Dye,28251,LB,LAC,6,0,0,27,61.1,0,1,3,7.9,33.3,1,0,50.0,1,38,3,2,0,61.8,0,1,2,10.0,50.0,1,75.0,1,20,2,2
Brenden Schooler,28253,S,NE,1,0,0,19,91.0,1,0,1,20.0,0.0,0,0,150.0,1,5,1,2,0,69.4,0,0,1,33.3,0.0,0,100.0,1,3,1,1
Kevin Givens,28308,DI,SF,7,0,0,28,68.2,2,5,103,100.0,7.8,8,1,7.3,4,108,108,11,0,64.3,1,1,43,100.0,11.6,5,7.0,2,45,45,4
Myles Adams,28430,DI,SEA,3,0,0,29,57.4,0,1,18,95.2,5.6,1,0,2.8,0,21,20,1,0,62.5,0,1,6,100.0,16.7,1,8.3,0,8,8,1
Bilal Nichols,28451,DI,ARZ,6,0,0,1,54.1,1,3,82,100.0,6.1,5,1,2.4,0,85,85,4,0,63.0,0,3,30,100.0,13.3,4,5.0,0,30,30,3
DeShon Elliott,28854,S,PIT,9,1,1,25,67.9,0,0,11,4.9,9.1,1,2,0.0,0,287,14,0,0,72.5,0,0,2,2.3,50.0,1,0.0,0,131,3,0
Jack Jones,29050,CB,LV,9,0,3,23,68.7,0,0,1,0.6,0.0,0,5,0.0,0,319,2,0,0,68.7,0,0,1,1.3,0.0,0,0.0,0,149,2,0
David Long Jr.,29367,LB,MIA,6,0,0,17,63.4,0,6,24,15.4,8.3,2,0,12.5,0,162,25,6,0,78.3,0,5,15,21.1,13.3,2,16.7,0,76,16,5
Germaine Pratt,29407,LB,CIN,10,1,1,7,55.9,4,3,38,11.2,2.6,1,2,9.2,0,367,41,7,0,53.6,2,3,19,14.9,5.3,1,13.2,0,141,21,5
Logan Wilson,29623,LB,CIN,10,0,0,7,56.8,4,6,58,16.0,3.4,2,0,8.6,0,399,64,10,0,60.8,3,6,37,25.9,5.4,2,12.2,0,162,42,9
Andrew Van Ginkel,30267,ED,MIN,9,0,1,18,59.4,4,12,193,63.4,8.3,16,1,7.3,6,320,203,22,0,61.4,3,9,106,73.5,9.4,10,11.3,6,151,111,18
T.J. Edwards,30737,LB,CHI,9,0,0,6,58.8,0,4,37,12.6,10.8,4,0,8.1,1,317,40,5,0,55.0,0,3,19,13.1,15.8,3,7.9,0,153,20,3
Khalen Saunders,31534,DI,NO,6,0,0,20,55.6,1,3,89,97.0,4.5,4,1,3.4,1,99,96,5,0,61.1,1,2,33,100.0,9.1,3,4.5,0,36,36,3
Abdullah Anderson,32708,DI,TEN,4,0,0,31,56.4,0,0,17,100.0,5.9,1,0,0.0,0,20,20,0,0,55.7,0,0,3,100.0,0.0,0,0.0,0,4,4,0
Dane Jackson,32989,CB,CAR,3,0,0,5,40.1,0,1,6,9.2,0.0,0,1,8.3,0,65,6,1,0,39.6,0,1,2,6.3,0.0,0,25.0,0,32,2,1
Cam Gill,33560,ED,CAR,3,0,0,5,55.6,1,2,39,91.3,5.1,2,0,3.8,0,46,42,3,0,62.6,1,1,16,94.4,12.5,2,6.3,0,18,17,2
Eric Johnson,33698,DI,NE,4,0,0,19,57.6,1,0,19,100.0,5.3,1,0,2.6,0,20,20,1,0,53.2,0,0,8,100.0,0.0,0,0.0,0,9,9,0
Mike Hughes,34057,CB,ATL,10,0,0,2,52.4,0,1,4,1.3,0.0,0,0,12.5,0,299,4,1,0,,0,0,0,0.0,,0,,0,115,0,0
Kendall Sheffield,34105,CB,NYJ,2,0,0,22,59.5,0,0,1,3.6,0.0,0,0,0.0,0,28,1,0,0,59.5,0,0,1,4.5,0.0,0,0.0,0,22,1,0
Darnell Savage,34247,S,JAX,7,0,0,15,55.5,0,0,2,0.8,0.0,0,1,0.0,0,259,2,0,0,58.4,0,0,1,0.8,0.0,0,0.0,0,124,1,0
Zack Baun,34632,LB,PHI,9,0,0,24,63.3,0,5,50,16.8,6.0,3,2,9.0,2,334,56,7,0,73.9,0,1,14,13.3,14.3,2,10.7,1,135,18,2
Johnathan Abram,34646,S,NO,3,0,0,20,40.4,0,2,4,6.2,0.0,0,1,25.0,0,65,4,2,0,40.4,0,2,4,13.3,0.0,0,25.0,0,30,4,2
Akeem Davis-Gaither,34788,LB,CIN,10,0,0,7,62.2,0,4,20,23.3,15.0,3,0,10.0,0,86,20,4,0,66.2,0,1,7,18.9,28.6,2,7.1,0,37,7,1
Jamel Dean,34918,CB,TB,6,0,1,30,55.8,0,0,2,0.8,0.0,0,1,0.0,0,253,2,0,0,,0,0,0,0.0,,0,,0,128,0,0
Trevis Gipson,35241,ED,SEA,5,0,0,29,53.5,0,1,21,83.3,0.0,0,1,2.4,0,30,25,1,0,60.9,0,0,4,66.7,0.0,0,0.0,0,9,6,0
Blake Cashman,35413,LB,MIN,6,1,0,18,67.0,4,2,54,21.7,3.7,2,1,9.3,2,272,59,8,0,67.6,3,0,26,23.1,3.8,1,13.5,2,130,30,5
Darrell Taylor,36001,ED,CHI,8,1,0,6,68.4,4,13,137,92.8,10.2,14,0,7.7,2,152,141,19,0,72.5,2,7,76,94.0,13.2,10,8.6,2,83,78,11
T.J. Smith,36851,DI,CAR,3,0,0,5,55.2,0,2,30,100.0,3.3,1,0,3.3,0,33,33,2,0,52.4,0,2,21,100.0,4.8,1,4.8,0,22,22,2
Shy Tuttle,37279,DI,CAR,8,1,0,5,54.5,1,0,109,100.0,0.9,1,1,0.5,0,121,121,1,1,58.2,1,0,24,100.0,4.2,1,2.1,0,29,29,1
Quinton Bell,37468,ED,MIA,8,0,0,17,84.9,0,1,24,86.7,8.3,2,0,6.3,1,30,26,2,0,92.9,0,1,11,91.7,18.2,2,13.6,1,12,11,2
Troy Reeder,38268,LB,LA,6,0,0,26,50.2,0,2,18,10.1,5.6,1,0,5.6,0,189,19,2,0,47.1,0,1,10,14.7,0.0,0,5.0,0,75,11,1
Camryn Bynum,38408,S,MIN,9,0,0,18,54.2,0,0,4,1.1,0.0,0,0,0.0,0,372,4,0,0,58.3,0,0,1,0.6,0.0,0,0.0,0,168,1,0
Casey Toohill,38472,ED,BUF,10,1,0,4,55.2,0,3,75,100.0,4.0,3,0,3.3,1,78,78,4,0,61.9,0,3,24,100.0,8.3,2,10.4,1,25,25,4
Matthew Adams,38526,LB,NYG,1,0,0,21,39.4,0,1,1,100.0,0.0,0,0,50.0,0,1,1,1,0,39.4,0,1,1,100.0,0.0,0,50.0,0,1,1,1
Folorunso Fatukasi,38558,DI,HST,10,0,0,13,56.4,2,7,138,100.0,4.3,6,3,4.0,1,144,144,10,0,55.5,1,1,34,100.0,2.9,1,5.9,1,37,37,3
Maurice Hurst,38563,DI,CLV,5,0,0,8,54.8,0,0,40,97.7,5.0,2,1,2.5,1,43,42,1,0,60.6,0,0,18,100.0,11.1,2,5.6,1,20,20,1
